STATE/UT,Year,Rape,Kidnapping_Abduction,Dowry_Deaths,Domestic_Cruelty,Importation_of_Girls
UTTAR PRADESH,2001,22,27,18,49,0
UTTAR PRADESH,2001,41,52,21,196,0
UTTAR PRADESH,2001,9,16,7,26,0
UTTAR PRADESH,2001,55,68,66,146,0
UTTAR PRADESH,2001,13,18,4,18,0
UTTAR PRADESH,2001,12,24,13,28,0
UTTAR PRADESH,2001,85,47,82,106,0
UTTAR PRADESH,2001,5,6,12,5,0
UTTAR PRADESH,2001,1,7,9,23,0
UTTAR PRADESH,2001,29,35,38,153,0
UTTAR PRADESH,2001,53,79,63,168,0
UTTAR PRADESH,2001,27,35,31,119,0
UTTAR PRADESH,2001,1958,2879,2211,7365,0
UTTARAKHAND,2001,4,1,3,5,0
UTTARAKHAND,2001,1,4,8,0,0
UTTARAKHAND,2001,3,3,3,1,0
UTTARAKHAND,2001,0,3,0,5,0
UTTARAKHAND,2001,12,48,4,85,0
UTTARAKHAND,2001,13,23,10,105,0
UTTARAKHAND,2001,5,0,5,29,0
UTTARAKHAND,2001,7,7,5,7,0
UTTARAKHAND,2001,7,0,2,10,0
UTTARAKHAND,2001,2,0,3,2,0
UTTARAKHAND,2001,2,5,2,8,0
UTTARAKHAND,2001,10,29,10,31,0
UTTARAKHAND,2001,8,3,1,13,0
UTTARAKHAND,2001,74,126,56,301,0
WEST BENGAL,2001,53,63,23,447,0
WEST BENGAL,2001,47,52,48,480,0
WEST BENGAL,2001,0,0,1,32,0
WEST BENGAL,2001,26,5,22,78,0
WEST BENGAL,2001,43,28,4,151,0
WEST BENGAL,2001,46,32,32,296,0
WEST BENGAL,2001,36,41,6,146,0
WEST BENGAL,2001,10,28,4,101,0
WEST BENGAL,2001,20,20,2,56,1
WEST BENGAL,2001,29,38,10,372,0
WEST BENGAL,2001,2,5,8,43,0
WEST BENGAL,2001,7,10,5,84,0
WEST BENGAL,2001,1,4,0,0,0
WEST BENGAL,2001,54,24,2,150,0
WEST BENGAL,2001,19,78,6,207,2
WEST BENGAL,2001,40,23,5,92,0
WEST BENGAL,2001,84,74,58,470,0
WEST BENGAL,2001,66,46,12,240,0
WEST BENGAL,2001,71,90,10,252,0
WEST BENGAL,2001,23,15,3,86,0
WEST BENGAL,2001,1,1,0,2,0
WEST BENGAL,2001,0,0,0,0,0
WEST BENGAL,2001,31,18,4,74,0
WEST BENGAL,2001,709,695,265,3859,3
A & N ISLANDS,2001,3,2,0,9,0
A & N ISLANDS,2001,0,0,0,0,0
A & N ISLANDS,2001,3,2,0,9,0
CHANDIGARH,2001,18,50,3,36,0
CHANDIGARH,2001,18,50,3,36,0
D & N HAVELI,2001,6,2,0,4,0
D & N HAVELI,2001,6,2,0,4,0
DAMAN & DIU,2001,0,3,0,4,0
DAMAN & DIU,2001,0,0,0,0,0
DAMAN & DIU,2001,0,3,0,4,0
DELHI,2001,28,42,4,2,0
DELHI,2001,381,964,113,138,0
DELHI,2001,24,39,11,27,0
DELHI,2001,1,7,0,0,0
DELHI,2001,0,1,0,0,0
DELHI,2001,9,19,0,2,0
DELHI,2001,28,53,4,9,0
DELHI,2001,36,123,20,8,0
DELHI,2001,103,298,25,22,0
DELHI,2001,0,0,0,0,0
DELHI,2001,65,170,15,22,0
DELHI,2001,42,113,16,24,0
DELHI,2001,45,99,18,22,0
LAKSHADWEEP,2001,0,0,0,0,0
LAKSHADWEEP,2001,0,0,0,0,0
PUDUCHERRY,2001,9,3,1,3,0
PUDUCHERRY,2001,9,3,1,3,0
ANDHRA PRADESH,2002,37,32,20,240,0
ANDHRA PRADESH,2002,28,49,9,151,0
ANDHRA PRADESH,2002,28,39,16,188,0
ANDHRA PRADESH,2002,16,22,21,63,0
ANDHRA PRADESH,2002,25,5,11,276,0
ANDHRA PRADESH,2002,1,0,0,0,0
ANDHRA PRADESH,2002,46,71,13,434,0
ANDHRA PRADESH,2002,57,61,24,590,0
ANDHRA PRADESH,2002,99,42,45,209,0
ANDHRA PRADESH,2002,48,55,13,324,0
ANDHRA PRADESH,2002,41,21,14,374,0
ANDHRA PRADESH,2002,45,24,11,167,0
ANDHRA PRADESH,2002,85,36,31,225,0
ANDHRA PRADESH,2002,68,38,25,251,0
ANDHRA PRADESH,2002,41,37,37,210,0
ANDHRA PRADESH,2002,46,54,10,289,0
ANDHRA PRADESH,2002,35,21,17,278,0
ANDHRA PRADESH,2002,21,25,5,142,0
ANDHRA PRADESH,2002,49,70,51,508,0
ANDHRA PRADESH,2002,0,0,0,0,0
ANDHRA PRADESH,2002,14,9,4,114,0
ANDHRA PRADESH,2002,31,43,9,869,0
ANDHRA PRADESH,2002,1,0,0,2,0
ANDHRA PRADESH,2002,14,0,2,85,0
ANDHRA PRADESH,2002,8,10,3,235,0
ANDHRA PRADESH,2002,12,0,1,190,0
ANDHRA PRADESH,2002,52,58,45,157,0
ANDHRA PRADESH,2002,54,32,12,447,0
ANDHRA PRADESH,2002,1002,854,449,7018,0
ARUNACHAL PRADESH,2002,3,2,0,2,0
ARUNACHAL PRADESH,2002,5,5,0,5,0
ARUNACHAL PRADESH,2002,1,3,0,0,0
ARUNACHAL PRADESH,2002,0,1,0,0,0
ARUNACHAL PRADESH,2002,3,3,0,0,0
ARUNACHAL PRADESH,2002,3,6,0,1,0
ARUNACHAL PRADESH,2002,11,8,0,1,0
ARUNACHAL PRADESH,2002,3,0,0,0,0
ARUNACHAL PRADESH,2002,4,6,0,2,0
ARUNACHAL PRADESH,2002,1,3,0,0,0
ARUNACHAL PRADESH,2002,2,1,0,0,0
ARUNACHAL PRADESH,2002,1,0,0,1,0
ARUNACHAL PRADESH,2002,1,0,0,1,0
ARUNACHAL PRADESH,2002,38,38,0,13,0
ASSAM,2002,55,59,4,97,0
ASSAM,2002,21,40,3,32,0
ASSAM,2002,0,2,0,0,0
ASSAM,2002,71,80,7,219,0
ASSAM,2002,33,41,4,37,0
ASSAM,2002,48,25,1,57,0
ASSAM,2002,46,51,4,167,0
ASSAM,2002,45,58,1,43,0
ASSAM,2002,0,0,0,0,0
ASSAM,2002,40,29,2,93,0
ASSAM,2002,42,60,0,36,0
ASSAM,2002,60,144,6,69,0
ASSAM,2002,24,42,1,34,0
ASSAM,2002,36,32,0,42,0
ASSAM,2002,41,104,2,20,0
ASSAM,2002,5,9,2,6,0
ASSAM,2002,23,7,6,69,0
ASSAM,2002,15,18,3,38,0
ASSAM,2002,69,74,0,175,0
ASSAM,2002,40,34,1,28,0
ASSAM,2002,2,6,0,9,0
ASSAM,2002,61,124,7,158,0
ASSAM,2002,27,31,0,24,0
ASSAM,2002,1,1,0,0,0
ASSAM,2002,57,57,6,71,0
ASSAM,2002,67,109,9,146,0
ASSAM,2002,41,39,1,24,0
ASSAM,2002,970,1276,70,1694,0
BIHAR,2002,101,79,5,30,0
BIHAR,2002,0,0,8,2,0
BIHAR,2002,12,3,33,6,0
BIHAR,2002,23,3,0,3,0
BIHAR,2002,27,9,10,14,0
BIHAR,2002,20,15,23,40,0
BIHAR,2002,55,10,31,58,0
BIHAR,2002,17,7,17,18,0
BIHAR,2002,40,51,19,26,0
BIHAR,2002,17,17,51,79,1
BIHAR,2002,17,0,16,16,0
BIHAR,2002,52,31,26,73,0
BIHAR,2002,31,18,26,44,0
BIHAR,2002,16,16,23,51,0
BIHAR,2002,0,1,1,0,0
BIHAR,2002,15,13,21,19,0
BIHAR,2002,7,9,21,5,0
BIHAR,2002,77,69,5,32,0
BIHAR,2002,2,1,1,0,0
BIHAR,2002,15,14,9,17,0
BIHAR,2002,20,26,5,37,0
BIHAR,2002,2,6,4,6,0
BIHAR,2002,10,7,4,9,0
BIHAR,2002,31,15,58,111,0
BIHAR,2002,41,37,48,94,0
BIHAR,2002,11,27,8,0,0
BIHAR,2002,60,22,42,178,1
BIHAR,2002,2,3,0,1,0
BIHAR,2002,32,22,45,44,1
BIHAR,2002,11,6,7,15,0
BIHAR,2002,34,8,12,30,4
BIHAR,2002,37,36,76,148,0
BIHAR,2002,2,0,1,3,0
BIHAR,2002,46,17,6,17,0
BIHAR,2002,15,10,52,82,0
BIHAR,2002,11,10,10,8,0
BIHAR,2002,22,21,12,10,21
BIHAR,2002,12,10,69,85,0
BIHAR,2002,6,0,5,16,1
BIHAR,2002,14,6,7,0,0
BIHAR,2002,31,22,14,28,1
BIHAR,2002,8,26,24,50,0
BIHAR,2002,22,0,7,12,8
BIHAR,2002,16,41,65,60,0
BIHAR,2002,1040,744,927,1577,38
CHHATTISGARH,2002,30,2,2,19,0
CHHATTISGARH,2002,72,15,13,86,0
CHHATTISGARH,2002,7,2,0,0,0
CHHATTISGARH,2002,9,4,1,5,0
CHHATTISGARH,2002,26,0,1,9,0
CHHATTISGARH,2002,132,23,11,116,0
CHHATTISGARH,2002,5,0,0,0,0
CHHATTISGARH,2002,46,16,0,16,0
CHHATTISGARH,2002,42,6,13,64,0
CHHATTISGARH,2002,35,0,2,4,0
CHHATTISGARH,2002,20,0,0,25,0
CHHATTISGARH,2002,37,6,1,22,0
CHHATTISGARH,2002,38,3,9,33,0
CHHATTISGARH,2002,58,6,1,21,0
CHHATTISGARH,2002,33,5,0,14,0
CHHATTISGARH,2002,39,5,4,30,0
CHHATTISGARH,2002,159,35,20,106,0
CHHATTISGARH,2002,62,7,6,41,0
CHHATTISGARH,2002,142,19,1,42,0
CHHATTISGARH,2002,992,154,85,653,0
GOA,2002,9,3,1,6,0
GOA,2002,3,2,1,2,0
GOA,2002,12,5,2,8,0
GUJARAT,2002,12,92,6,433,0
GUJARAT,2002,7,11,7,66,0
GUJARAT,2002,4,1,0,7,0
GUJARAT,2002,4,23,0,95,0
GUJARAT,2002,8,33,0,183,0
GUJARAT,2002,7,23,0,52,0
GUJARAT,2002,9,39,4,125,0
GUJARAT,2002,14,9,0,18,0
GUJARAT,2002,7,19,1,126,0
GUJARAT,2002,11,37,1,138,0
GUJARAT,2002,25,30,5,176,0
GUJARAT,2002,10,41,2,368,0
GUJARAT,2002,9,29,0,104,0
GUJARAT,2002,3,35,2,174,0
GUJARAT,2002,13,36,0,170,0
GUJARAT,2002,7,2,0,9,0
GUJARAT,2002,5,11,0,23,0
GUJARAT,2002,16,39,0,122,0
GUJARAT,2002,4,22,0,22,0
GUJARAT,2002,3,28,0,88,0
GUJARAT,2002,4,8,3,53,0
GUJARAT,2002,6,29,5,173,0
GUJARAT,2002,15,37,2,180,0
GUJARAT,2002,18,36,20,112,0
GUJARAT,2002,10,15,0,43,0
GUJARAT,2002,13,29,4,83,0
GUJARAT,2002,5,28,0,80,0
GUJARAT,2002,12,42,0,61,0
GUJARAT,2002,3,16,0,32,0
GUJARAT,2002,3,7,0,5,0
GUJARAT,2002,267,807,62,3321,0
HARYANA,2002,15,18,7,122,0
HARYANA,2002,17,13,35,54,0
HARYANA,2002,37,39,19,92,0
HARYANA,2002,7,15,9,54,0
HARYANA,2002,1,0,14,0,0
HARYANA,2002,27,36,11,128,0
HARYANA,2002,15,21,28,96,0
HARYANA,2002,18,12,14,115,0
HARYANA,2002,19,9,11,57,0
HARYANA,2002,7,4,6,98,0
HARYANA,2002,37,8,11,115,0
HARYANA,2002,15,14,7,88,0
HARYANA,2002,16,9,3,19,0
HARYANA,2002,13,17,5,60,0
HARYANA,2002,43,21,9,193,0
HARYANA,2002,10,7,14,23,0
HARYANA,2002,17,10,17,30,0
HARYANA,2002,20,3,7,103,0
HARYANA,2002,14,16,20,63,0
HARYANA,2002,13,18,9,55,0
HARYANA,2002,361,290,256,1565,0
HIMACHAL PRADESH,2002,9,3,0,22,0
HIMACHAL PRADESH,2002,16,10,2,12,0
HIMACHAL PRADESH,2002,0,0,0,0,0
HIMACHAL PRADESH,2002,3,14,0,24,0
HIMACHAL PRADESH,2002,14,17,2,32,0
HIMACHAL PRADESH,2002,4,3,0,7,0
HIMACHAL PRADESH,2002,14,11,0,11,0
HIMACHAL PRADESH,2002,0,0,0,0,0
HIMACHAL PRADESH,2002,24,8,2,47,0
HIMACHAL PRADESH,2002,27,18,0,22,0
HIMACHAL PRADESH,2002,11,10,0,15,0
HIMACHAL PRADESH,2002,9,16,0,31,0
HIMACHAL PRADESH,2002,6,6,0,11,0
HIMACHAL PRADESH,2002,137,116,6,234,0
JAMMU & KASHMIR,2002,16,58,0,0,0
JAMMU & KASHMIR,2002,1,15,0,0,0
JAMMU & KASHMIR,2002,14,78,0,0,0
JAMMU & KASHMIR,2002,5,13,0,0,0
JAMMU & KASHMIR,2002,12,33,0,0,0
JAMMU & KASHMIR,2002,0,0,0,0,0
JAMMU & KASHMIR,2002,0,0,0,0,0
JAMMU & KASHMIR,2002,15,19,0,0,0
JAMMU & KASHMIR,2002,7,39,0,0,0
JAMMU & KASHMIR,2002,0,15,0,1,0
JAMMU & KASHMIR,2002,7,56,10,17,0
JAMMU & KASHMIR,2002,1,2,0,0,0
JAMMU & KASHMIR,2002,11,13,3,4,0
JAMMU & KASHMIR,2002,7,39,0,0,0
JAMMU & KASHMIR,2002,5,24,0,0,0
JAMMU & KASHMIR,2002,3,1,0,0,0
JAMMU & KASHMIR,2002,9,7,0,0,0
JAMMU & KASHMIR,2002,12,41,0,0,0
JAMMU & KASHMIR,2002,0,0,0,0,0
JAMMU & KASHMIR,2002,13,13,1,9,0
JAMMU & KASHMIR,2002,7,6,0,0,0
JAMMU & KASHMIR,2002,8,11,0,2,0
JAMMU & KASHMIR,2002,24,106,0,12,0
JAMMU & KASHMIR,2002,15,7,4,9,0
JAMMU & KASHMIR,2002,192,596,18,54,0
JHARKHAND,2002,48,26,29,16,0
JHARKHAND,2002,37,9,0,8,0
JHARKHAND,2002,18,1,15,4,0
JHARKHAND,2002,37,2,16,17,0
JHARKHAND,2002,38,25,36,19,0
JHARKHAND,2002,2,1,0,0,0
JHARKHAND,2002,50,3,8,37,0
JHARKHAND,2002,32,2,14,19,2
JHARKHAND,2002,39,8,52,36,0
JHARKHAND,2002,86,6,4,56,0
JHARKHAND,2002,31,8,1,14,0
JHARKHAND,2002,71,18,31,90,0
JHARKHAND,2002,76,18,12,72,0
JHARKHAND,2002,1,1,0,0,0
JHARKHAND,2002,25,2,3,18,0
JHARKHAND,2002,6,4,7,37,0
JHARKHAND,2002,12,2,3,3,0
JHARKHAND,2002,14,1,0,12,0
JHARKHAND,2002,37,1,2,5,0
JHARKHAND,2002,14,8,24,18,34
JHARKHAND,2002,55,22,9,62,0
JHARKHAND,2002,26,5,5,19,0
JHARKHAND,2002,26,4,3,25,0
JHARKHAND,2002,16,1,1,1,0
JHARKHAND,2002,797,178,275,588,36
KARNATAKA,2002,4,7,2,63,0
KARNATAKA,2002,32,58,33,242,0
KARNATAKA,2002,22,0,35,129,0
KARNATAKA,2002,6,16,7,102,0
KARNATAKA,2002,11,8,8,52,0
KARNATAKA,2002,8,13,10,64,0
KARNATAKA,2002,3,24,5,90,0
KARNATAKA,2002,4,3,1,13,0
KARNATAKA,2002,18,9,3,64,0
KARNATAKA,2002,12,4,7,32,0
KARNATAKA,2002,9,0,0,28,0
KARNATAKA,2002,14,15,8,73,0
KARNATAKA,2002,1,7,5,24,0
KARNATAKA,2002,0,0,4,17,0
KARNATAKA,2002,3,3,3,12,0
KARNATAKA,2002,24,32,4,73,0
KARNATAKA,2002,11,0,7,62,0
KARNATAKA,2002,2,7,4,18,0
KARNATAKA,2002,6,0,3,21,0
KARNATAKA,2002,4,1,2,18,0
KARNATAKA,2002,18,12,16,46,0
KARNATAKA,2002,6,26,3,49,0
KARNATAKA,2002,30,0,14,102,0
KARNATAKA,2002,7,5,10,58,0
KARNATAKA,2002,5,7,5,73,0
KARNATAKA,2002,6,16,10,56,0
KARNATAKA,2002,0,0,1,1,0
KARNATAKA,2002,11,12,4,159,0
KARNATAKA,2002,9,10,16,30,0
KARNATAKA,2002,1,4,2,22,0
KARNATAKA,2002,5,1,1,33,0
KARNATAKA,2002,292,300,233,1826,0
KERALA,2002,13,5,2,165,0
KERALA,2002,0,0,0,2,0
KERALA,2002,27,9,1,179,0
KERALA,2002,26,0,0,108,0
KERALA,2002,21,8,0,203,0
KERALA,2002,25,7,0,87,0
KERALA,2002,60,12,2,312,0
KERALA,2002,28,7,0,132,0
KERALA,2002,53,1,0,343,0
KERALA,2002,70,4,3,431,0
KERALA,2002,48,7,0,196,0
KERALA,2002,12,0,0,116,0
KERALA,2002,0,0,0,0,0
KERALA,2002,30,7,4,189,0
KERALA,2002,56,24,2,314,0
KERALA,2002,30,0,3,59,0
KERALA,2002,499,91,17,2836,0
MADHYA PRADESH,2002,87,8,5,78,0
MADHYA PRADESH,2002,30,4,3,15,0
MADHYA PRADESH,2002,115,20,13,50,0
MADHYA PRADESH,2002,33,16,36,65,0
MADHYA PRADESH,2002,98,21,16,131,0
MADHYA PRADESH,2002,1,0,0,0,0
MADHYA PRADESH,2002,76,14,20,58,0
MADHYA PRADESH,2002,82,9,11,117,0
MADHYA PRADESH,2002,57,7,31,52,0
MADHYA PRADESH,2002,22,3,14,16,0
MADHYA PRADESH,2002,97,13,14,135,0
MADHYA PRADESH,2002,74,24,53,91,0
MADHYA PRADESH,2002,26,1,1,15,0
MADHYA PRADESH,2002,148,4,12,99,0
MADHYA PRADESH,2002,69,48,18,133,0
MADHYA PRADESH,2002,28,3,7,16,0
MADHYA PRADESH,2002,62,20,9,45,0
MADHYA PRADESH,2002,93,28,23,249,0
MADHYA PRADESH,2002,1,1,0,0,0
MADHYA PRADESH,2002,80,14,49,125,0
MADHYA PRADESH,2002,0,0,0,0,0
MADHYA PRADESH,2002,29,62,3,8,0
MADHYA PRADESH,2002,37,2,5,65,0
MADHYA PRADESH,2002,71,16,11,59,0
MADHYA PRADESH,2002,50,27,7,65,0
MADHYA PRADESH,2002,43,5,0,44,0
MADHYA PRADESH,2002,45,10,7,49,0
MADHYA PRADESH,2002,46,17,28,41,0
MADHYA PRADESH,2002,88,6,23,46,0
MADHYA PRADESH,2002,26,9,3,90,0
MADHYA PRADESH,2002,35,7,17,31,0
MADHYA PRADESH,2002,98,8,16,58,0
MADHYA PRADESH,2002,80,8,4,68,0
MADHYA PRADESH,2002,67,6,7,79,0
MADHYA PRADESH,2002,32,15,26,54,0
MADHYA PRADESH,2002,136,24,26,164,0
MADHYA PRADESH,2002,66,5,37,47,0
MADHYA PRADESH,2002,44,4,3,24,0
MADHYA PRADESH,2002,72,10,11,133,0
MADHYA PRADESH,2002,84,15,9,84,0
MADHYA PRADESH,2002,28,5,5,21,0
MADHYA PRADESH,2002,73,6,6,41,0
MADHYA PRADESH,2002,46,16,36,42,0
MADHYA PRADESH,2002,63,47,5,49,0
MADHYA PRADESH,2002,51,7,20,40,0
MADHYA PRADESH,2002,68,27,9,140,0
MADHYA PRADESH,2002,20,1,7,31,0
MADHYA PRADESH,2002,114,16,8,54,0
MADHYA PRADESH,2002,2891,639,674,3117,0
MAHARASHTRA,2002,45,20,8,280,0
MAHARASHTRA,2002,28,16,4,156,0
MAHARASHTRA,2002,18,10,4,68,0
MAHARASHTRA,2002,66,21,5,95,0
MAHARASHTRA,2002,8,12,7,110,0
MAHARASHTRA,2002,12,8,24,208,0
MAHARASHTRA,2002,25,10,2,158,0
MAHARASHTRA,2002,32,15,3,70,0
MAHARASHTRA,2002,30,14,17,162,0
MAHARASHTRA,2002,29,21,3,116,0
MAHARASHTRA,2002,16,8,7,124,0
MAHARASHTRA,2002,22,8,0,65,0
MAHARASHTRA,2002,25,20,4,70,0
MAHARASHTRA,2002,17,7,6,98,0
MAHARASHTRA,2002,22,19,10,219,0
MAHARASHTRA,2002,14,8,5,199,0
MAHARASHTRA,2002,17,7,20,70,0
MAHARASHTRA,2002,4,19,5,125,0
MAHARASHTRA,2002,128,61,18,214,0
MAHARASHTRA,2002,2,3,0,0,0
MAHARASHTRA,2002,49,41,4,210,0
MAHARASHTRA,2002,0,0,0,0,0
MAHARASHTRA,2002,66,19,7,98,0
MAHARASHTRA,2002,29,34,24,241,0
MAHARASHTRA,2002,28,5,2,75,0
MAHARASHTRA,2002,12,8,3,136,0
MAHARASHTRA,2002,38,10,8,375,0
MAHARASHTRA,2002,24,9,6,34,0
MAHARASHTRA,2002,28,8,0,115,0
MAHARASHTRA,2002,19,7,5,137,0
MAHARASHTRA,2002,51,22,5,131,0
MAHARASHTRA,2002,2,1,0,0,0
MAHARASHTRA,2002,42,9,4,175,0
MAHARASHTRA,2002,29,10,13,54,0
MAHARASHTRA,2002,13,5,0,23,0
MAHARASHTRA,2002,33,14,4,63,0
MAHARASHTRA,2002,31,9,13,156,0
MAHARASHTRA,2002,11,2,1,11,0
MAHARASHTRA,2002,30,8,4,62,0
MAHARASHTRA,2002,33,23,1,74,0
MAHARASHTRA,2002,42,41,3,175,0
MAHARASHTRA,2002,51,0,16,81,0
MAHARASHTRA,2002,37,19,2,79,0
MAHARASHTRA,2002,29,8,9,99,0
MAHARASHTRA,2002,65,31,17,142,0
MAHARASHTRA,2002,1352,650,303,5353,0
MANIPUR,2002,2,7,0,1,0
MANIPUR,2002,0,0,0,0,0
MANIPUR,2002,0,1,0,0,0
MANIPUR,2002,4,20,0,0,0
MANIPUR,2002,3,36,0,5,0
MANIPUR,2002,0,0,0,0,0
MANIPUR,2002,0,0,0,0,0
MANIPUR,2002,4,18,0,4,0
MANIPUR,2002,1,0,0,0,0
MANIPUR,2002,14,82,0,10,0
MEGHALAYA,2002,1,0,0,0,0
MEGHALAYA,2002,1,1,0,0,0
MEGHALAYA,2002,5,0,0,0,0
MEGHALAYA,2002,2,1,0,0,0
MEGHALAYA,2002,19,4,0,0,0
MEGHALAYA,2002,7,0,0,0,0
MEGHALAYA,2002,3,4,0,0,0
MEGHALAYA,2002,38,10,0,0,0
MIZORAM,2002,36,0,0,2,0
MIZORAM,2002,9,0,0,0,0
MIZORAM,2002,5,0,0,1,0
MIZORAM,2002,2,0,0,0,0
MIZORAM,2002,11,0,0,0,0
MIZORAM,2002,4,0,0,0,0
MIZORAM,2002,7,1,0,0,0
MIZORAM,2002,2,1,0,0,0
MIZORAM,2002,76,2,0,3,0
NAGALAND,2002,3,2,0,0,0
NAGALAND,2002,1,1,0,0,0
NAGALAND,2002,9,0,0,0,0
NAGALAND,2002,0,0,0,0,0
NAGALAND,2002,0,1,0,0,0
NAGALAND,2002,0,0,0,0,0
NAGALAND,2002,1,0,0,0,0
NAGALAND,2002,1,0,0,0,0
NAGALAND,2002,1,0,0,0,0
NAGALAND,2002,1,0,0,0,0
NAGALAND,2002,17,4,0,0,0
ODISHA,2002,25,15,8,49,0
ODISHA,2002,47,31,28,86,0
ODISHA,2002,12,4,3,29,0
ODISHA,2002,10,6,7,22,0
ODISHA,2002,27,18,12,12,0
ODISHA,2002,15,12,4,17,0
ODISHA,2002,2,2,1,5,0
ODISHA,2002,32,31,3,131,0
ODISHA,2002,7,5,5,10,0
ODISHA,2002,12,17,5,30,0
ODISHA,2002,8,3,0,7,0
ODISHA,2002,34,8,21,54,0
ODISHA,2002,17,13,8,29,0
ODISHA,2002,18,22,18,66,0
ODISHA,2002,11,3,0,13,0
ODISHA,2002,18,9,2,19,0
ODISHA,2002,32,29,2,48,0
ODISHA,2002,9,14,24,18,0
ODISHA,2002,42,23,4,25,0
ODISHA,2002,52,44,19,187,0
ODISHA,2002,30,8,3,41,0
ODISHA,2002,15,6,3,8,0
ODISHA,2002,68,24,26,106,0
ODISHA,2002,9,11,8,11,0
ODISHA,2002,17,16,0,11,0
ODISHA,2002,5,5,2,17,0
ODISHA,2002,41,28,23,16,0
ODISHA,2002,15,0,0,24,0
ODISHA,2002,18,8,0,18,0
ODISHA,2002,15,3,5,6,0
ODISHA,2002,6,2,0,20,0
ODISHA,2002,1,1,0,2,0
ODISHA,2002,0,0,0,3,0
ODISHA,2002,21,11,4,27,0
ODISHA,2002,691,432,248,1167,0
PUNJAB,2002,5,23,9,74,0
PUNJAB,2002,11,5,3,25,0
PUNJAB,2002,14,8,7,32,0
PUNJAB,2002,14,25,5,36,0
PUNJAB,2002,6,8,5,23,0
PUNJAB,2002,0,6,5,4,0
PUNJAB,2002,27,16,9,41,0
PUNJAB,2002,0,0,2,0,0
PUNJAB,2002,17,8,4,28,0
PUNJAB,2002,19,10,12,55,0
PUNJAB,2002,13,13,3,26,0
PUNJAB,2002,20,38,14,82,0
PUNJAB,2002,17,8,7,47,0
PUNJAB,2002,7,4,5,16,0
PUNJAB,2002,40,88,16,145,0
PUNJAB,2002,9,9,5,25,0
PUNJAB,2002,10,4,3,11,0
PUNJAB,2002,4,7,7,14,0
PUNJAB,2002,8,1,8,13,0
PUNJAB,2002,8,11,7,31,0
PUNJAB,2002,18,29,14,119,0
PUNJAB,2002,6,6,6,25,0
PUNJAB,2002,14,17,6,52,0
PUNJAB,2002,12,10,4,20,0
PUNJAB,2002,299,354,166,944,0
RAJASTHAN,2002,27,124,23,285,0
RAJASTHAN,2002,44,89,42,250,0
RAJASTHAN,2002,74,50,10,85,0
RAJASTHAN,2002,51,88,6,160,0
RAJASTHAN,2002,24,16,8,66,0
RAJASTHAN,2002,59,79,27,227,0
RAJASTHAN,2002,46,164,4,339,0
RAJASTHAN,2002,24,21,13,142,0
RAJASTHAN,2002,38,83,7,225,0
RAJASTHAN,2002,73,139,7,330,0
RAJASTHAN,2002,22,14,8,163,0
RAJASTHAN,2002,16,27,5,82,0
RAJASTHAN,2002,26,45,25,78,0
RAJASTHAN,2002,21,40,4,42,0
RAJASTHAN,2002,4,2,2,0,0
RAJASTHAN,2002,54,52,19,391,0
RAJASTHAN,2002,40,27,19,227,0
RAJASTHAN,2002,57,221,32,517,0
RAJASTHAN,2002,3,4,5,17,0
RAJASTHAN,2002,11,25,10,84,0
RAJASTHAN,2002,61,60,7,210,0
RAJASTHAN,2002,12,31,15,122,0
RAJASTHAN,2002,33,76,17,267,0
RAJASTHAN,2002,21,31,15,55,0
RAJASTHAN,2002,37,132,6,319,0
RAJASTHAN,2002,39,28,14,153,0
RAJASTHAN,2002,25,59,14,205,0
RAJASTHAN,2002,9,44,7,74,0
RAJASTHAN,2002,21,37,2,113,0
RAJASTHAN,2002,13,27,10,116,0
RAJASTHAN,2002,9,37,3,83,0
RAJASTHAN,2002,18,72,1,169,0
RAJASTHAN,2002,39,75,12,95,0
RAJASTHAN,2002,1051,2019,399,5691,0
SIKKIM,2002,3,2,0,2,0
SIKKIM,2002,0,0,0,0,0
SIKKIM,2002,1,0,0,1,0
SIKKIM,2002,2,0,0,0,0
SIKKIM,2002,6,2,0,3,0
TAMIL NADU,2002,27,30,28,90,0
TAMIL NADU,2002,26,21,20,106,0
TAMIL NADU,2002,0,0,0,0,0
TAMIL NADU,2002,25,30,21,74,0
TAMIL NADU,2002,2,4,7,28,0
TAMIL NADU,2002,27,36,10,27,0
TAMIL NADU,2002,20,23,14,30,0
TAMIL NADU,2002,14,25,2,23,0
TAMIL NADU,2002,13,28,3,31,0
TAMIL NADU,2002,20,0,9,13,0
TAMIL NADU,2002,10,10,4,29,0
TAMIL NADU,2002,10,15,1,24,0
TAMIL NADU,2002,15,16,8,45,0
TAMIL NADU,2002,7,12,6,25,0
TAMIL NADU,2002,27,24,7,14,0
TAMIL NADU,2002,13,25,3,26,0
TAMIL NADU,2002,6,0,0,25,0
TAMIL NADU,2002,16,22,4,22,0
TAMIL NADU,2002,10,23,4,32,0
TAMIL NADU,2002,13,9,5,23,0
TAMIL NADU,2002,14,24,3,27,0
TAMIL NADU,2002,8,3,5,15,0
TAMIL NADU,2002,6,10,3,44,0
TAMIL NADU,2002,10,16,1,23,0
TAMIL NADU,2002,12,19,4,15,0
TAMIL NADU,2002,41,47,3,28,0
TAMIL NADU,2002,3,12,6,10,0
TAMIL NADU,2002,10,33,7,28,0
TAMIL NADU,2002,10,44,9,18,0
